Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
9SW2WSXR,journalArticle,2015,"Earp, Brian D.; Trafimow, David","Replication, falsification, and the crisis of confidence in social psychology",Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2015.00621,http://www.frontiersin.org/Quantitative_Psychology_and_Measurement/10.3389/fpsyg.2015.00621/abstract,"The (latest) crisis in conﬁdence in social psychology has generated much heated discussion about the importance of replication, including how it should be carried out as well as interpreted by scholars in the ﬁeld. For example, what does it mean if a replication attempt “fails”—does it mean that the original results, or the theory that predicted them, have been falsiﬁed? And how should “failed” replications affect our belief in the validity of the original research? In this paper, we consider the replication debate from a historical and philosophical perspective, and provide a conceptual analysis of both replication and falsiﬁcation as they pertain to this important discussion. Along the way, we highlight the importance of auxiliary assumptions (for both testing theories and attempting replications), and introduce a Bayesian framework for assessing “failed” replications in terms of how they should affect our conﬁdence in original ﬁndings.",2015-05-19,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:41:16,,,,6,,,,,,,,,,en,,,,,Crossref,,,,,,WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXT2Z4JK,journalArticle,2018,"Kafkafi, Neri; Agassi, Joseph; Chesler, Elissa J.; Crabbe, John C.; Crusio, Wim E.; Eilam, David; Gerlai, Robert; Golani, Ilan; Gomez-Marin, Alex; Heller, Ruth; Iraqi, Fuad; Jaljuli, Iman; Karp, Natasha A.; Morgan, Hugh; Nicholson, George; Pfaff, Donald W.; Richter, S. Helene; Stark, Philip B.; Stiedl, Oliver; Stodden, Victoria; Tarantino, Lisa M.; Tucci, Valter; Valdar, William; Williams, Robert W.; Würbel, Hanno; Benjamini, Yoav",Reproducibility and replicability of rodent phenotyping in preclinical studies,Neuroscience & Biobehavioral Reviews,,0149-7634,10.1016/j.neubiorev.2018.01.003,http://www.sciencedirect.com/science/article/pii/S0149763416306571,"The scientific community is increasingly concerned with the proportion of published “discoveries” that are not replicated in subsequent studies. The field of rodent behavioral phenotyping was one of the first to raise this concern, and to relate it to other methodological issues: the complex interaction between genotype and environment; the definitions of behavioral constructs; and the use of laboratory mice and rats as model species for investigating human health and disease mechanisms. In January 2015, researchers from various disciplines gathered at Tel Aviv University to discuss these issues. The general consensus was that the issue is prevalent and of concern, and should be addressed at the statistical, methodological and policy levels, but is not so severe as to call into question the validity and the usefulness of model organisms as a whole. Well-organized community efforts, coupled with improved data and metadata sharing, have a key role in identifying specific problems and promoting effective solutions. Replicability is closely related to validity, may affect generalizability and translation of findings, and has important ethical implications.",2018-04-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 02:06:55,218-232,,,87,,Neuroscience & Biobehavioral Reviews,,,,,,,,,,,,,ScienceDirect,,,,,,model organisms; clinical medicine; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS34DJ4L,journalArticle,2015,"Freedman, Leonard P.; Gibson, Mark C.; Ethier, Stephen P.; Soule, Howard R.; Neve, Richard M.; Reid, Yvonne A.",Reproducibility: changing the policies and culture of cell line authentication,Nature Methods,,1548-7105,10.1038/nmeth.3403,http://www-nature-com/articles/nmeth.3403,"Quality control of cell lines used in biomedical research is essential to ensure reproducibility. Although cell line authentication has been widely recommended for many years, misidentification, including cross-contamination, remains a serious problem. We outline a multi-stakeholder, incremental approach and policy-related recommendations to facilitate change in the culture of cell line authentication.",2015-05-28,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 02:00:57,493-497,,,12,,,Reproducibility,,,,,,,en,2015 Nature Publishing Group,,,,www.nature.com.ezp-prod1.hul.harvard.edu,,,,,,WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7QF8H6N,journalArticle,2001,"Vieland, Veronica J.",The replication requirement,Nature Genetics,,"1061-4036, 1546-1718",10.1038/ng1101-244,http://www.nature.com/articles/ng1101-244,,2001-11,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-15 04:55:04,244-245,,3,29,,,,,,,,,,en,,,,,Crossref,,,,,,genetics; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU7V335Y,webpage,2015,"Sutton, John",The reproducibility project: Disaster or triumph for psychology?,The Psychologist,,,,http://thepsychologist.bps.org.uk/reproducibility-project-disaster-or-triumph-psychology,,2015-08-28,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:47:46,,,,,,,,,,,,,,,,,,,,,,,,,news; WebofSci; commentary; reproducibility project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4HZWAAHL,journalArticle,2017,"Maniadis, Zacharias; Tufano, Fabio",The Research Reproducibility Crisis and Economics of Science,The Economic Journal,,1468-0297,10.1111/ecoj.12526,http://www.onlinelibrary.wiley.com/doi/abs/10.1111/ecoj.12526,"To address the increasing concern about research reproducibility, cross-fertilisation across economics and other disciplines is likely to have far-reaching benefits. Our brief summary focuses on two areas in which a mutual investment in investigating possible cross-disciplinary synergies could benefit the scientific endeavour as a whole. First, the discipline of economic design has much to contribute to the discussion of possible reforms in science. Second, the empirical methodology of meta-research can inform practices to assess the validity of the economics literature.",2017-10-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:23:34,F200-F208,,605,127,,,,,,,,,,en,© 2017 Royal Economic Society,,,,Wiley Online Library,,,,,,meta science; WebofSci; behavioral reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G9T675CE,webpage,2017,"Parsons, Sam",We can turn the replication crisis into a revolution,The Psychologist,,,,http://thepsychologist.bps.org.uk/we-can-turn-replication-crisis-revolution,,2017-05-10,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:49:06,,,,,,,,,,,,,,,,,,,,,,,,,psychology; WebofSci; commentary; reform; workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMW3AUBA,journalArticle,2017,"Loken, Eric; Gelman, Andrew",Measurement error and the replication crisis,Science,,"0036-8075, 1095-9203",10.1126/science.aal3618,http://science.sciencemag.org.ezp-prod1.hul.harvard.edu/content/355/6325/584,The assumption that measurement error always reduces effect sizes is false The assumption that measurement error always reduces effect sizes is false,2017-02-10,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-15 05:00:14,584-585,,6325,355,,,,,,,,,,en,"Copyright © 2017, American Association for the Advancement of Science",,,,science.sciencemag.org.ezp-prod1.hul.harvard.edu,,PMID: 28183939,,; ; ,http://www.ncbi.nlm.nih.gov/pubmed/28183939; http://www.ncbi.nlm.nih.gov/pubmed/28183939; http://www.ncbi.nlm.nih.gov/pubmed/28183939,statistics; measurement; PubMed; crisis; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XGDTIY8T,journalArticle,2015,"Leek, Jeffrey T.; Peng, Roger D.",Opinion: Reproducible research can still be wrong: Adopting a prevention approach,Proceedings of the National Academy of Sciences of the United States of America,,0027-8424,10.1073/pnas.1421412111,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4330755/,,2015-02-10,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 02:47:31,1645-1646,,6,112,,Proc Natl Acad Sci U S A,Opinion,,,,,,,,,,,,PubMed Central,,PMID: 25670866 PMCID: PMC4330755,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4330755/,data; crisis; WebofSci; prevention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D45ZFAWS,journalArticle,2008,"Jorgensen, Andrea L.; Williamson, Paula R.",Methodological quality of pharmacogenetic studies: Issues of concern,Statistics in Medicine,,1097-0258,10.1002/sim.3420,http://onlinelibrary.wiley.com/doi/abs/10.1002/sim.3420,"Pharmacogenetic studies investigate association between genetic variants‡ and drug efficacy and toxicity. Regardless of the extent of current knowledge regarding the human genome‡ and relatively low genotyping costs, the value of pharmacogenetic studies in improving understanding of variable drug response remains contentious. Failure to replicate initial significant findings in subsequent studies is one reason for this and problems with methodological quality has been cited as contributing to this lack of replication. Here, concerns raised in the literature regarding the methodological quality of genetic association studies in general are discussed with particular consideration given to how applicable they are to the conduct and reporting of pharmacogenetic studies. Some of these issues such as sample size and quality of genotypes‡ have been given significant attention in the literature already whereas others, such as dealing with missing genotypes and assumptions regarding mode of inheritance, have been discussed very little. Issues of quality believed to be uniquely relevant to pharmacogenetic studies are also considered. These discussions close with an assessment of how well the issues are dealt with in pharmacogenetic studies published over recent years and, overall, methodological quality is found to be poor. A checklist is provided of issues to be addressed whenever a future pharmacogenetic study is embarked upon. Referring to this checklist will improve the chances of replication and instil confidence in the integrity of future pharmacogenetic studies. It will also serve as a tool in assessing methodological quality of studies included in a systematic review of pharmacogenetic studies. Copyright © 2008 John Wiley & Sons, Ltd.",2008-12-30,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:28:11,6547-6569,,30,27,,,Methodological quality of pharmacogenetic studies,,,,,,,en,"Copyright © 2008 John Wiley & Sons, Ltd.",,,,Wiley Online Library,,,,,,early years; WebofSci; genetic association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7Y9TTTNF,journalArticle,2017,"Stevens, Jeffrey R.",Replicability and Reproducibility in Comparative Psychology,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2017.00862,,"Psychology faces a replication crisis. The Reproducibility Project: Psychology sought to replicate the effects of 100 psychology studies. Though 97% of the original studies produced statistically significant results, only 36% of the replication studies did so (Open Science Collaboration, 2015). This inability to replicate previously published results, however, is not limited to psychology (Ioannidis, 2005). Replication projects in medicine (Prinz et al., 2011) and behavioral economics (Camerer et al., 2016) resulted in replication rates of 25 and 61%, respectively, and analyses in genetics (Munafo, 2009) and neuroscience (Button et al., 2013) question the validity of studies in those fields. Science, in general, is reckoning with challenges in one of its basic tenets: replication. Comparative psychology also faces the grand challenge of producing replicable research. Though social psychology has born the brunt of most of the critique regarding failed replications, comparative psychology suffers from some of the same problems faced by social psychology (e.g., small sample sizes). Yet, comparative psychology follows the methods of cognitive psychology by often using within-subjects designs, which may buffer it from replicability problems (Open Science Collaboration, 2015). In this Grand Challenge article, I explore the shared and unique challenges of and potential solutions for replication and reproducibility in comparative psychology.",2017-05-26,2020-07-13 16:52:03,2020-07-13 16:52:03,,862,,,8,,Front. Psychol.,,,,,,,,English,,,,,Web of Science,,WOS:000402186100001,,,,psychology; recommendations; crisis; WebofSci; background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z2EWGA36,journalArticle,2018,"Sayre, Franklin; Riegelman, Amy",The Reproducibility Crisis and Academic Libraries,College & Research Libraries,,"00100870, 21506701",10.5860/crl.79.1.2,http://crl.acrl.org/index.php/crl/article/view/16846,,2018-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:26:33,,,1,79,,,,,,,,,,en,,,,,Crossref,,,,,,crisis; WebofSci; background; academia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D9Y6EATV,webpage,2016,"Rhodes, Ella",What crisis? – the reproducibility crisis,The Psychologist,,,,http://thepsychologist.bps.org.uk/what-crisis-reproducibility-crisis,,2016-07,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:47:04,,,,,,,,,,,,,,,,,,,,,,,,,psychology; crisis; WebofSci; conference; UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U4CCGVH2,journalArticle,2018,"Peterson, Bradley S.","Editorial: Data repositories, registries, and standards in the search for valid and reproducible biomarkers",Journal of Child Psychology and Psychiatry,,1469-7610,10.1111/jcpp.12962,http://onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.12962,"The paucity of major scientific breakthroughs leading to new or improved treatments, and the inability to identify valid and reproducible biomarkers that improve clinical management, has produced a crisis in confidence in the validity of our pathogenic theories and the reproducibility of our research findings. This crisis in turn has driven changes in standards for research methodologies and prompted calls for the creation of open-access data repositories and the preregistration of research hypotheses. Although we should embrace the creation of repositories and registries, and the promise for greater statistical power, reproducibility, and generalizability of research findings they afford, we should also recognize that they alone are no substitute for sound design in minimizing study confounds, and they are no guarantor of faith in the validity of our pathogenic theories, findings, and biomarkers. One way, and maybe the only sure way, of knowing that we have a valid understanding of brain processes and disease mechanisms in human studies is by experimentally manipulating variables and predicting its effects on outcome measures and biomarkers.",2018-09-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:01:24,929-931,,9,59,,,Editorial,,,,,,,en,© 2018 Association for Child and Adolescent Mental Health.,,,,Wiley Online Library,,,,,,biomedicine; data; recommendations; WebofSci; commentary; registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55DDDZ2F,journalArticle,2013,"Vasilevsky, Nicole A.; Brush, Matthew H.; Paddock, Holly; Ponting, Laura; Tripathy, Shreejoy J.; LaRocca, Gregory M.; Haendel, Melissa A.",On the reproducibility of science: unique identification of research resources in the biomedical literature,Peerj,,2167-8359,10.7717/peerj.148,,"Scientific reproducibility has been at the forefront of many news stories and there exist numerous initiatives to help address this problem. We posit that a contributor is simply a lack of specificity that is required to enable adequate research reproducibility. In particular, the inability to uniquely identify research resources, such as antibodies and model organisms, makes it difficult or impossible to reproduce experiments even where the science is otherwise sound. In order to better understand the magnitude of this problem, we designed an experiment to ascertain the ""identifiability"" of research resources in the biomedical literature. We evaluated recent journal articles in the fields of Neuroscience, Developmental Biology, Immunology, Cell and Molecular Biology and General Biology, selected randomly based on a diversity of impact factors for the journals, publishers, and experimental method reporting guidelines. We attempted to uniquely identify model organisms (mouse, rat, zebrafish, worm, fly and yeast), antibodies, knockdown reagents (morpholinos or RNAi), constructs, and cell lines. Specific criteria were developed to determine if a resource was uniquely identifiable, and included examining relevant repositories (such as model organism databases, and the Antibody Registry), as well as vendor sites. The results of this experiment show that 54% of resources are not uniquely identifiable in publications, regardless of domain, journal impact factor, or reporting requirements. For example, in many cases the organism strain in which the experiment was performed or antibody that was used could not be identified. Our results show that identifiability is a serious problem for reproducibility. Based on these results, we provide recommendations to authors, reviewers, journal editors, vendors, and publishers. Scientific efficiency and reproducibility depend upon a research-wide improvement of this substantial problemin science today.",2013-09-05,2020-07-13 16:52:03,2020-07-13 16:52:03,,UNSP e148,,,1,,PeerJ,On the reproducibility of science,,,,,,,English,,,,,Web of Science,,WOS:000209189200002,,,,biomedicine; WebofSci; methodology; reporting; specificity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZHSLR42,journalArticle,2015,"Mullane, Kevin; Williams, Michael",Unknown unknowns in biomedical research: does an inability to deal with ambiguity contribute to issues of irreproducibility?,Biochemical Pharmacology,,0006-2952,10.1016/j.bcp.2015.07.002,http://www.sciencedirect.com/science/article/pii/S0006295215003639,"The credibility and consequent sustainability of the biomedical research “ecosystem” is in jeopardy, in part due to an inability to reproduce data from the peer-reviewed literature. Despite obvious and relatively inexpensive solutions to improve reproducibility—ensuring that experimental reagents, specifically cancer cell lines and antibodies, are authenticated/validated before use and that best practices in statistical usage are incorporated into the design, analysis, and reporting of experiments—these are routinely ignored, a reflection of hubris and a comfort with the status quo on the part of many investigators. New guidelines for the peer review of publications and grant applications introduced in the past year, while well-intended, lack the necessary consequences, e.g., denial of funding, that would result in sustained improvements when scientific rigor is lacking and/or transparency is, at best, opaque. An additional factor contributing to irreproducibility is a reductionist mindset that prioritizes certainty in research outcomes over the ambiguity intrinsic to biological systems that is often reflected in “unknown unknowns”. This has resulted in a tendency towards codifying “rules” that can provide “yes-no” outcomes that represent a poor substitute for the intellectual challenge and skepticism that leads to an awareness and consideration of “unknown unknowns”. When acknowledged as potential causes of unexpected experimental outcomes, these can often transition into the “knowns” that facilitate positive, disruptive innovation in biomedical research like the human microbiome. Changes in investigator mindset, both in terms of validating reagents and embracing ambiguity, are necessary to aid in reducing issues with reproducibility.",2015-09-15,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:05:55,133-136,,2,97,,Biochemical Pharmacology,Unknown unknowns in biomedical research,,,,,,,,,,,,ScienceDirect,,,,,,crisis; WebofSci; background; problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29PUL9GP,webpage,2016,"Silverman, Ed",Most scientists believe there's a 'crisis' in reproducibility,Stat News,,,,https://www.statnews.com/pharmalot/2016/06/01/reproducibility-experiments-scientists/,"Placing trust in science can be easier when findings are confirmed, but a new survey finds that most scientists believe there is a reproducibility ""crisis.""",2016-06-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:39:20,,,,,,,,,,,,,,en-US,,,,,,,,,,,general media; crisis; WebofSci; background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U793U9AU,blogPost,2011,"Price, Michael",To Replicate or Not To Replicate?,Science Careers,,,,https://www.sciencemag.org/careers/2011/12/replicate-or-not-replicate,,2011-12-02,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:51:05,,,,,,,,,,,,,,en,,,,,,,,,,,WebofSci; grad school; institutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3FXTY5NJ,webpage,2016,"Vedantam, Shankar; Penman, Maggie",When Great Minds Think Unalike: Inside Science's 'Replication Crisis',NPR.org,,,,https://www.npr.org/2016/05/24/477921050/when-great-minds-think-unlike-inside-sciences-replication-crisis,Lots of psychology studies fail to produce the same results when they are repeated. Does that mean we shouldn't trust science?,2016-05-24,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:47:58,,,,,,,When Great Minds Think Unalike,,,,,,,en,,,,,,,,,,,psychology; general media; crisis; WebofSci; background; podcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ZTLSFIK,journalArticle,2017,"Evans, Samuel",What Has Replication Ever Done for Us? Insights from Neuroimaging of Speech Perception,Frontiers in Human Neuroscience,,1662-5161,10.3389/fnhum.2017.00041,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00041/full,What Has Replication Ever Done for Us? Insights from Neuroimaging of Speech Perception,2017,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:45:26,,,,11,,Front. Hum. Neurosci.,What Has Replication Ever Done for Us?,,,,,,,English,,,,,Frontiers,,,,,,psychology; data; WebofSci; commentary; challenges; cognitive science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R2IH9KIT,webpage,2016,"Rhodes, Ella","Replication: Is the glass half full, half empty, or irrelevant?",The Psychologist,,,,http://thepsychologist.bps.org.uk/replication-glass-half-full-half-empty-or-irrelevant,,2016-03-07,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:53:46,,,,,,,,,,,,,,,,,,,,,,,,,psychology; crisis; WebofSci; academia; debate; events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H486RYB3,blogPost,2016,"Oransky, Ivan; Marcus, Adam","What does scientific reproducibility mean, anyway?",STAT,,,,https://www.statnews.com/2016/06/01/reproducibility-science/,The current movement to replicate results is crippled by a lack of agreement about the very nature of the word “replication” and its synonyms.,2016-06-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-23 05:39:47,,,,,,,,,,,,,,en-US,,,,,,,,,,,general media; WebofSci; background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KW2P28H,journalArticle,2015,"Everett, Jim A. C.; Earp, Brian D.",A tragedy of the (academic) commons: interpreting the replication crisis in psychology as a social dilemma for early-career researchers,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2015.01152,http://journal.frontiersin.org/Article/10.3389/fpsyg.2015.01152/abstract,,2015-08-06,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:52:06,,,,6,,,A tragedy of the (academic) commons,,,,,,,en,,,,,Crossref,,,,,http://www.ncbi.nlm.nih.gov/pubmed/26300832,psychology; PubMed; reproducibility of results; WebofSci; methodology; reform; institutions; best practices; psychological science; social dilemmas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V4XQ4T6G,journalArticle,2018,"Trafimow, David",An a priori solution to the replication crisis,Philosophical Psychology,,0951-5089,10.1080/09515089.2018.1490707,https://doi.org/10.1080/09515089.2018.1490707,"Possibly, the replication crisis constitutes the most important problem in psychology. It calls into question whether psychology is a science. Existing conceptualizations of replicability depend on effect sizes; the larger the population effect size, the greater the probability of replication. This is problematic and contributes to the replication crisis. A different conceptualization, not dependent on population effect sizes, is desirable. The proposed solution features the closeness of sample means to their corresponding population means, in both the original and replication experiments. If the researcher has specified the sampling precision desired, it is possible to calculate the probability of replication, prior to data collection, and without dependence on the population effect size or expected population effect size. In addition, it is not necessary to know population means or standard deviations, nor sample means or standard deviations, to employ the proposed a priori way of thinking about replicability.",2018-11-17,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 02:56:58,1188-1214,,8,31,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,psychology; statistics; recommendations; crisis; WebofSci; samples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSID38SE,journalArticle,2016,"Trafimow, David; Earp, Brian D.",Badly specified theories are not responsible for the replication crisis in social psychology: Comment on Klein,Theory & Psychology,,"0959-3543, 1461-7447",10.1177/0959354316637136,http://journals.sagepub.com/doi/10.1177/0959354316637136,"Klein (2014) argues that the replication crisis in social psychology is due—at least in large part—to the tendency of psychological theories to be ill-specified. We disagree. First, we use both historical and contemporary examples to show that high-quality replication is possible even in the absence of a well-specified theory; and, second, we argue that it is typically auxiliary assumptions, rather than theories themselves, that need to be more clearly specified in order to understand the implications of a given replication effort.",2016-08,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:50:58,540-548,,4,26,,,Badly specified theories are not responsible for the replication crisis in social psychology,,,,,,,en,,,,,Crossref,,,,,,psychology; theory; WebofSci; auxiliary assumptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6P3QBSSH,journalArticle,2018,"Chopik, William J.; Bremner, Ryan H.; Defever, Andrew M.; Keller, Victor N.",How (and Whether) to Teach Undergraduates About the Replication Crisis in Psychological Science,Teaching of Psychology,,0098-6283,10.1177/0098628318762900,https://doi.org/10.1177/0098628318762900,"Over the past 10 years, crises surrounding replication, fraud, and best practices in research methods have dominated discussions in the field of psychology. However, no research exists examining how to communicate these issues to undergraduates and what effect this has on their attitudes toward the field. We developed and validated a 1-hr lecture communicating issues surrounding the replication crisis and current recommendations to increase reproducibility. Pre- and post-lecture surveys suggest that the lecture serves as an excellent pedagogical tool. Following the lecture, students trusted psychological studies slightly less but saw greater similarities between psychology and natural science fields. We discuss challenges for instructors taking the initiative to communicate these issues to undergraduates in an evenhanded way.",2018-04-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:00:47,158-163,,2,45,,Teaching of Psychology,,,,,,,,en,,,,,SAGE Journals,,,,,,communication; teaching; crisis; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QT9SLGV9,journalArticle,2016,"Casadevall, Arturo; Ellis, Lee M.; Davies, Erika W.; McFall-Ngai, Margaret; Fang, Ferric C.",A Framework for Improving the Quality of Research in the Biological Sciences,mBio,,2150-7511,10.1128/mBio.01256-16,http://mbio.asm.org/lookup/doi/10.1128/mBio.01256-16,"The American Academy of Microbiology convened a colloquium to discuss problems in the biological sciences, with emphasis on identifying mechanisms to improve the quality of research. Participants from various disciplines made six recommendations: (i) design rigorous and comprehensive evaluation criteria to recognize and reward high-quality scientiﬁc research; (ii) require universal training in good scientiﬁc practices, appropriate statistical usage, and responsible research practices for scientists at all levels, with training content regularly updated and presented by qualiﬁed scientists; (iii) establish open data at the timing of publication as the standard operating procedure throughout the scientiﬁc enterprise; (iv) encourage scientiﬁc journals to publish negative data that meet methodologic standards of quality; (v) agree upon common criteria among scientiﬁc journals for retraction of published papers, to provide consistency and transparency; and (vi) strengthen research integrity oversight and training. These recommendations constitute an actionable framework that, in combination, could improve the quality of biological research.",2016-09-07,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-15 05:03:32,,,4,7,,,,,,,,,,en,,,,,Crossref,,,,,,biomedicine; standards; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G258GWFN,journalArticle,2017,"Lurquin, John H.; Miyake, Akira",Challenges to Ego-Depletion Research Go beyond the Replication Crisis: A Need for Tackling the Conceptual Crisis,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2017.00568,http://journal.frontiersin.org/article/10.3389/fpsyg.2017.00568/full,,2017-04-18,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 03:35:06,,,,8,,,Challenges to Ego-Depletion Research Go beyond the Replication Crisis,,,,,,,en,,,,,Crossref,,,,,,psychology; PubMed; replication crisis; WebofSci; conceptual crisis; ego-depletion; past examples; Resource theories; Self-Control; the strength model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNPZW8DL,journalArticle,2015,"Li, Fei; Hu, Jim; Xie, Keping; He, Tong-Chuan",Authentication of experimental materials: A remedy for the reproducibility crisis?,Genes & Diseases,,2352-3042,10.1016/j.gendis.2015.07.001,http://www.sciencedirect.com/science/article/pii/S2352304215000434,,2015-12-01,2020-07-13 16:52:03,2020-07-13 16:52:03,2018-10-22 01:58:55,283,,4,2,,Genes & Diseases,Authentication of experimental materials,,,,,,,,,,,,ScienceDirect,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4758512/,biomedicine; antibodies; cell lines; recommendations; PubMed; crisis; WebofSci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
