Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Stakes of the crisis\Epistemology : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Macleod, Malcolm R. (2018)",52,1,100,3.85,96.15,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Rehman, Jalees (2013)",57,1,100,1.75,98.25,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Epistemology : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0.93,99.07,0,0,0
Nodes\\Sources and solutions\Statistical methods\P-values,"",0.61,98.86,0.9,97.96,1.13,0.48,0.65
"Nodes\\Sources and solutions\Statistical methods\P-values : Earp, Brian D. & Trafimow, David (2015)",253,-0.01,97.23,0,97.23,2.77,0.79,1.98
"Nodes\\Sources and solutions\Statistical methods\P-values : Freedman, David H. (2010)",54,0,98.15,0,98.15,1.85,1.85,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Ioannidis, John P. A. (2005)",169,0,94.08,0,94.08,5.92,0,5.92
"Nodes\\Sources and solutions\Statistical methods\P-values : Macleod, Malcolm R. (2018)",52,0,98.08,0,98.08,1.92,0,1.92
"Nodes\\Sources and solutions\Statistical methods\P-values : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.12,96.89,0.22,96.67,3.11,3.11,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.42,96.03,1.53,94.5,3.98,3.98,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.43,96.22,1.52,94.7,3.79,0.76,3.03
"Nodes\\Sources and solutions\Statistical methods\P-values : Lilienfeld, Scott O. (2017)",79,0.48,94.94,2.53,92.41,5.07,1.27,3.8
"Nodes\\Sources and solutions\Statistical methods\P-values : Kummer, Larry & Editor (2016)",313,0.5,99.36,0.32,99.04,0.64,0.64,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Gelman, Andrew (2018)",121,0.59,88.43,10.74,77.69,11.57,1.65,9.92
Nodes\\Sources and solutions\Statistical methods\P-values : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,0.63,92.6,7.41,85.19,7.41,7.41,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Yong, Ed (2018) (2)",33,0.65,96.97,3.03,93.94,3.03,0,3.03
"Nodes\\Sources and solutions\Statistical methods\P-values : Gordon, Ascelin & Fidler, Fiona (2013)",53,0.66,98.12,1.89,96.23,1.89,0,1.89
"Nodes\\Sources and solutions\Statistical methods\P-values : Vazire, Simine (2018)",102,0.66,99.02,0.98,98.04,0.98,0,0.98
"Nodes\\Sources and solutions\Statistical methods\P-values : Pashler, Harold & Harris, Christine R. (2012)",73,0.74,97.26,4.11,93.15,2.74,2.74,0
Nodes\\Sources and solutions\Statistical methods\P-values : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Croughan, Matthew (2017)",81,1,100,1.23,98.77,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Statistical methods\P-values : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Fanelli, Daniele (2018)",61,1,100,4.92,95.08,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,1,100,0.75,99.25,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Parsons, Sam (2017)",25,1,100,4,96,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Statistical methods\P-values : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Stakes differ by fields,"",0.61,98.24,1.42,96.82,1.75,0.59,1.16
"Nodes\\Stakes of the crisis\Stakes differ by fields : Murphy, Kate (2017)",32,-0.05,87.5,0,87.5,12.5,3.12,9.38
"Nodes\\Stakes of the crisis\Stakes differ by fields : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,-0.02,96.44,0,96.44,3.55,1.33,2.22
"Nodes\\Stakes of the crisis\Stakes differ by fields : Ioannidis, John P. A. (2005)",169,0,97.63,0,97.63,2.37,0,2.37
"Nodes\\Stakes of the crisis\Stakes differ by fields : Justice, Monica J. & Dhillon, Paraminder (2016)",45,0,97.78,0,97.78,2.22,0,2.22
"Nodes\\Stakes of the crisis\Stakes differ by fields : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,0,92.86,0,92.86,7.14,0,7.14
"Nodes\\Stakes of the crisis\Stakes differ by fields : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,98.09,0,98.09,1.91,0,1.91
"Nodes\\Stakes of the crisis\Stakes differ by fields : Croughan, Matthew (2017)",81,0.23,83.95,3.7,80.25,16.05,8.64,7.41
"Nodes\\Stakes of the crisis\Stakes differ by fields : Earp, Brian D. & Trafimow, David (2015)",253,0.4,95.65,1.58,94.07,4.35,0.4,3.95
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gelman, Andrew (2018)",121,0.42,95.86,1.65,94.21,4.13,1.65,2.48
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gibney, Elizabeth (2012)",45,0.48,95.55,2.22,93.33,4.44,4.44,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Pashler, Harold & Harris, Christine R. (2012)",73,0.49,97.26,1.37,95.89,2.74,1.37,1.37
"Nodes\\Stakes of the crisis\Stakes differ by fields : Vazire, Simine (2018)",102,0.49,98.04,0.98,97.06,1.96,0,1.96
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0.5,98.74,0.62,98.12,1.25,0,1.25
"Nodes\\Stakes of the crisis\Stakes differ by fields : Laframboise, Donna (2018)",39,0.54,92.31,5.13,87.18,7.69,7.69,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Fanelli, Daniele (2018)",61,0.55,95.08,3.28,91.8,4.92,0,4.92
"Nodes\\Stakes of the crisis\Stakes differ by fields : Rhodes, Ella (2015)",25,0.65,96,4,92,4,0,4
"Nodes\\Stakes of the crisis\Stakes differ by fields : Freedman, David H. (2010)",54,0.66,98.15,1.85,96.3,1.85,0,1.85
"Nodes\\Stakes of the crisis\Stakes differ by fields : Kummer, Larry & Editor (2016)",313,0.66,99.04,0.96,98.08,0.96,0.32,0.64
"Nodes\\Stakes of the crisis\Stakes differ by fields : Hengartner, Michael P. (2018)",97,0.66,98.97,1.03,97.94,1.03,0,1.03
"Nodes\\Stakes of the crisis\Stakes differ by fields : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.75,99.39,0.92,98.47,0.61,0,0.61
"Nodes\\Stakes of the crisis\Stakes differ by fields : Bak, Thomas H. (2016)",137,0.8,99.27,1.46,97.81,0.73,0.73,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,0.85,99.08,2.78,96.3,0.93,0,0.93
"Nodes\\Stakes of the crisis\Stakes differ by fields : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.86,99.62,1.13,98.49,0.38,0,0.38
Nodes\\Stakes of the crisis\Stakes differ by fields : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Stakes differ by fields : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,3.23,96.77,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Diep, Francie (2014)",13,1,100,7.69,92.31,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Doctorow, Cory (2018)",28,1,100,3.57,96.43,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
Nodes\\Stakes of the crisis\Stakes differ by fields : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gopinath, C. (2013)",26,1,100,11.54,88.46,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Lowe, Derek (2013) (2)",61,1,100,1.64,98.36,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Rehman, Jalees (2013)",57,1,100,8.77,91.23,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Stakes of the crisis\Stakes differ by fields : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Incentives,"",0.61,97.21,2.35,94.86,2.79,1.73,1.06
"Nodes\\Sources and solutions\Incentives : Baker, Monya (2016)",40,0,97.5,0,97.5,2.5,2.5,0
"Nodes\\Sources and solutions\Incentives : Doidge, Norman (2016)",134,0,99.25,0,99.25,0.75,0,0.75
"Nodes\\Sources and solutions\Incentives : Ioannidis, John P. A. (2005)",169,0,98.22,0,98.22,1.78,0,1.78
"Nodes\\Sources and solutions\Incentives : Justice, Monica J. & Dhillon, Paraminder (2016)",45,0,97.78,0,97.78,2.22,2.22,0
"Nodes\\Sources and solutions\Incentives : Laframboise, Donna (2017)",23,0,95.65,0,95.65,4.35,4.35,0
"Nodes\\Sources and solutions\Incentives : Macleod, Malcolm R. (2018)",52,0,92.31,0,92.31,7.69,7.69,0
"Nodes\\Sources and solutions\Incentives : Yong, Ed (2018) (2)",33,0,93.94,0,93.94,6.06,6.06,0
"Nodes\\Sources and solutions\Incentives : Earp, Brian D. & Trafimow, David (2015)",253,0.28,98.03,0.4,97.63,1.98,0.79,1.19
"Nodes\\Sources and solutions\Incentives : Rehman, Jalees (2013)",57,0.31,92.98,1.75,91.23,7.02,7.02,0
"Nodes\\Sources and solutions\Incentives : Gibney, Elizabeth (2012)",45,0.33,82.23,6.67,75.56,17.77,4.44,13.33
"Nodes\\Sources and solutions\Incentives : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0.38,92.5,2.5,90,7.5,7.5,0
"Nodes\\Sources and solutions\Incentives : Reardon, Sara (2016)",48,0.48,95.83,2.08,93.75,4.16,2.08,2.08
"Nodes\\Sources and solutions\Incentives : Gordon, Ascelin & Fidler, Fiona (2013)",53,0.55,94.34,3.77,90.57,5.66,5.66,0
"Nodes\\Sources and solutions\Incentives : Pashler, Harold & Harris, Christine R. (2012)",73,0.55,95.89,2.74,93.15,4.11,0,4.11
"Nodes\\Sources and solutions\Incentives : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.57,93.2,5.28,87.92,6.79,3.02,3.77
"Nodes\\Sources and solutions\Incentives : Freedman, David H. (2010)",54,0.6,88.89,11.11,77.78,11.11,9.26,1.85
"Nodes\\Sources and solutions\Incentives : Gopinath, C. (2013)",26,0.63,92.31,7.69,84.62,7.69,7.69,0
"Nodes\\Sources and solutions\Incentives : Fanelli, Daniele (2018)",61,0.64,95.08,4.92,90.16,4.92,0,4.92
Nodes\\Sources and solutions\Incentives : Editorial - 2013 - Announcement Reducing our irreproducibility,23,0.65,95.65,4.35,91.3,4.35,4.35,0
"Nodes\\Sources and solutions\Incentives : Vazire, Simine (2018)",102,0.65,96.08,3.92,92.16,3.92,0.98,2.94
"Nodes\\Sources and solutions\Incentives : Murphy, Kate (2017)",32,0.65,96.87,3.12,93.75,3.12,3.12,0
"Nodes\\Sources and solutions\Incentives : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.66,99.39,0.61,98.78,0.61,0.61,0
"Nodes\\Sources and solutions\Incentives : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0.66,93.55,7.53,86.02,6.45,2.15,4.3
"Nodes\\Sources and solutions\Incentives : Kummer, Larry & Editor (2016)",313,0.67,99.68,0.32,99.36,0.32,0.32,0
"Nodes\\Sources and solutions\Incentives : Gelman, Andrew (2018)",121,0.7,96.69,4.13,92.56,3.31,0.83,2.48
"Nodes\\Sources and solutions\Incentives : Parsons, Sam (2017)",25,0.78,96,8,88,4,0,4
"Nodes\\Sources and solutions\Incentives : Price, Michael, 2011 & Am, 10~00 (2011)",53,0.79,98.11,3.77,94.34,1.89,0,1.89
"Nodes\\Sources and solutions\Incentives : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.8,99.25,1.52,97.73,0.76,0,0.76
"Nodes\\Sources and solutions\Incentives : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.83,99.55,1.11,98.44,0.44,0,0.44
"Nodes\\Sources and solutions\Incentives : Lilienfeld, Scott O. (2017)",79,0.85,94.94,18.99,75.95,5.06,2.53,2.53
"Nodes\\Sources and solutions\Incentives : Croughan, Matthew (2017)",81,0.9,98.76,6.17,92.59,1.23,1.23,0
Nodes\\Sources and solutions\Incentives : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Incentives : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Bak, Thomas H. (2016)",137,1,100,0.73,99.27,0,0,0
"Nodes\\Sources and solutions\Incentives : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Hengartner, Michael P. (2018)",97,1,100,1.03,98.97,0,0,0
"Nodes\\Sources and solutions\Incentives : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Lowe, Derek (2013) (2)",61,1,100,3.28,96.72,0,0,0
"Nodes\\Sources and solutions\Incentives : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Incentives : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Problems with the solutions,"",0.61,96.98,2.56,94.42,3.02,2.35,0.67
"Nodes\\Sources and solutions\Problems with the solutions : Pashler, Harold & Harris, Christine R. (2012)",73,-0.02,93.15,0,93.15,6.85,5.48,1.37
"Nodes\\Sources and solutions\Problems with the solutions : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0,98.92,0,98.92,1.08,0,1.08
"Nodes\\Sources and solutions\Problems with the solutions : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0,98.22,0,98.22,1.78,1.78,0
"Nodes\\Sources and solutions\Problems with the solutions : Croughan, Matthew (2017)",81,0,97.53,0,97.53,2.47,2.47,0
Nodes\\Sources and solutions\Problems with the solutions : Editorial - 2013 - Announcement Reducing our irreproducibility,23,0,91.3,0,91.3,8.7,8.7,0
"Nodes\\Sources and solutions\Problems with the solutions : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,95,0,95,5,5,0
"Nodes\\Sources and solutions\Problems with the solutions : Gelman, Andrew (2018)",121,0,94.21,0,94.21,5.79,5.79,0
"Nodes\\Sources and solutions\Problems with the solutions : Gordon, Ascelin & Fidler, Fiona (2013)",53,0,96.23,0,96.23,3.77,3.77,0
"Nodes\\Sources and solutions\Problems with the solutions : Ioannidis, John P. A. (2005)",169,0,99.41,0,99.41,0.59,0,0.59
"Nodes\\Sources and solutions\Problems with the solutions : Justice, Monica J. & Dhillon, Paraminder (2016)",45,0,97.78,0,97.78,2.22,2.22,0
"Nodes\\Sources and solutions\Problems with the solutions : Kummer, Larry & Editor (2016)",313,0,98.4,0,98.4,1.6,1.6,0
"Nodes\\Sources and solutions\Problems with the solutions : Lowe, Derek (2013) (2)",61,0,98.36,0,98.36,1.64,1.64,0
"Nodes\\Sources and solutions\Problems with the solutions : Murphy, Kate (2017)",32,0,96.88,0,96.88,3.12,3.12,0
"Nodes\\Sources and solutions\Problems with the solutions : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,99.36,0,99.36,0.64,0,0.64
"Nodes\\Sources and solutions\Problems with the solutions : Price, Michael, 2011 & Am, 10~00 (2011)",53,0,98.11,0,98.11,1.89,0,1.89
"Nodes\\Sources and solutions\Problems with the solutions : Reardon, Sara (2016)",48,0,97.92,0,97.92,2.08,2.08,0
"Nodes\\Sources and solutions\Problems with the solutions : Yong, Ed (2018) (2)",33,0,96.97,0,96.97,3.03,3.03,0
"Nodes\\Sources and solutions\Problems with the solutions : Rehman, Jalees (2013)",57,0.31,92.98,1.75,91.23,7.02,7.02,0
"Nodes\\Sources and solutions\Problems with the solutions : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,0.44,82.14,10.71,71.43,17.85,7.14,10.71
"Nodes\\Sources and solutions\Problems with the solutions : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.49,97.55,1.22,96.33,2.45,2.14,0.31
"Nodes\\Sources and solutions\Problems with the solutions : Gibney, Elizabeth (2012)",45,0.51,86.67,8.89,77.78,13.33,13.33,0
"Nodes\\Sources and solutions\Problems with the solutions : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.52,97.36,1.51,95.85,2.64,2.26,0.38
"Nodes\\Sources and solutions\Problems with the solutions : Fanelli, Daniele (2018)",61,0.55,95.08,3.28,91.8,4.92,3.28,1.64
"Nodes\\Sources and solutions\Problems with the solutions : Earp, Brian D. & Trafimow, David (2015)",253,0.56,97.63,1.58,96.05,2.38,0.4,1.98
"Nodes\\Sources and solutions\Problems with the solutions : Botkin-Kowacki, Eva (2016)",39,0.64,84.62,23.08,61.54,15.39,10.26,5.13
"Nodes\\Sources and solutions\Problems with the solutions : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,0.65,85.11,21.28,63.83,14.89,14.89,0
"Nodes\\Sources and solutions\Problems with the solutions : Freedman, David H. (2010)",54,0.65,96.29,3.7,92.59,3.7,3.7,0
"Nodes\\Sources and solutions\Problems with the solutions : Vazire, Simine (2018)",102,0.73,96.08,5.88,90.2,3.92,3.92,0
"Nodes\\Sources and solutions\Problems with the solutions : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.81,97.72,5.3,92.42,2.27,2.27,0
"Nodes\\Sources and solutions\Problems with the solutions : Macleod, Malcolm R. (2018)",52,0.81,96.16,9.62,86.54,3.85,0,3.85
